178	205
180	63
50	59
111	81
195	167
192	215
198	179
91	63
52	203
148	149
111	92
217	166
63	86
181	214
20	108
56	121
94	181
119	80
77	144
79	116
135	86
11	66
103	176
141	173
7	79
186	210
223	217
127	124
193	203
84	87
173	80
133	199
219	180
165	116
144	216
0	175
11	16
107	209
127	125
14	192
56	2
158	218
132	86
139	117
138	169
110	142
117	16
122	111
26	173
20	155
20	91
151	184
131	60
194	159
30	213
216	126
120	33
159	120
135	32
173	38
25	19
97	83
145	77
85	221
39	175
169	129
68	137
102	76
52	97
53	79
172	56
160	196
100	3
160	84
222	102
31	199
24	80
174	162
133	206
67	112
43	104
176	27
52	7
87	6
48	37
123	28
104	71
20	184
158	13
6	74
191	54
126	4
98	50
13	19
59	116
9	64
178	9
50	103
186	97
121	131
202	89
23	138
163	23
172	1
40	191
78	142
73	170
103	97
208	112
78	183
7	128
124	86
109	63
106	121
6	7
34	143
222	138
125	37
210	95
36	16
54	47
175	198
109	124
206	70
26	224
199	79
81	156
60	131
124	130
124	39
73	76
2	71
195	116
36	40
73	21
16	209
165	0
164	163
18	29
113	31
33	39
87	220
167	73
44	50
89	16
158	109
168	105
192	79
54	221
68	8
128	123
69	36
198	143
15	172
156	7
8	77
107	106
192	134
32	114
50	13
58	169
165	211
67	198
186	108
5	135
108	115
80	145
40	116
195	14
189	213
0	9
27	128
89	2
186	76
200	32
88	137
121	62
194	180
91	191
86	105
163	39
126	146
56	11
156	212
29	75
218	91
68	66
149	119
222	213
127	175
76	105
178	126
125	71
91	80
74	98
35	102
148	167
14	39
106	151
194	173
