511	766
326	888
788	518
103	426
107	728
311	421
264	619
725	389
123	743
566	99
596	800
135	382
400	961
231	692
18	402
46	614
32	458
13	1012
929	434
255	365
794	558
685	180
688	617
232	11
1023	647
723	743
289	229
237	168
642	962
154	762
598	843
825	525
940	237
280	258
257	308
306	674
100	686
453	122
176	221
386	533
399	435
919	923
747	748
20	280
790	360
608	285
463	176
806	733
544	199
748	41
907	35
37	765
969	791
55	894
882	1006
111	613
282	426
955	125
381	342
239	419
178	345
586	779
876	333
450	10
132	392
885	190
65	869
652	798
567	897
659	499
939	757
921	353
489	958
991	421
52	330
915	543
166	940
274	671
256	808
977	889
563	540
497	767
247	772
827	211
140	292
289	339
537	817
306	88
606	709
490	928
332	595
338	949
793	750
606	601
838	248
1014	896
936	954
760	356
63	818
597	355
188	315
942	690
37	773
678	116
849	544
0	954
859	270
397	180
7	177
384	334
384	465
652	923
642	659
756	945
681	862
246	986
591	409
765	95
114	517
1001	676
457	358
194	213
861	442
405	672
429	178
147	1004
230	779
118	649
720	406
196	1007
688	149
594	278
655	415
67	62
669	7
649	589
511	377
964	683
811	943
573	251
290	852
994	725
319	607
194	859
330	525
579	925
376	432
262	642
568	862
125	530
13	345
82	108
344	594
333	667
606	987
364	788
268	777
758	355
521	446
77	352
637	191
606	149
384	956
50	436
675	708
958	326
546	307
836	130
17	171
540	313
559	730
94	283
668	736
160	102
896	300
364	607
917	324
496	960
384	89
938	828
202	182
841	271
315	20
609	348
190	22
1022	699
531	862
609	288
815	829
355	77
890	328
814	159
282	637
872	228
1012	816
351	188
3	978
482	654
118	48
16	886
100	707
719	426
50	334
846	849
505	9
1019	1021
123	29
690	679
688	167
265	145
523	801
210	533
647	504
930	625
509	90
497	213
440	183
900	963
326	197
249	941
83	907
730	585
434	252
967	955
479	437
294	202
673	722
375	915
672	777
795	164
164	18
371	509
827	473
459	432
496	533
700	160
837	106
1011	957
661	576
796	483
428	987
631	582
565	409
528	544
524	541
351	930
349	285
329	705
189	514
48	125
814	22
53	507
887	939
217	648
748	432
976	261
823	217
509	144
557	753
236	993
248	661
260	930
171	1007
67	230
258	557
956	846
983	318
587	531
790	851
74	531
989	237
373	978
101	331
915	621
69	819
899	556
257	94
336	70
467	41
972	995
217	238
88	732
594	631
827	907
784	254
441	152
269	855
175	527
309	723
173	673
207	100
863	169
38	847
563	727
931	1000
337	317
449	878
581	1011
770	515
904	618
636	268
970	619
208	913
780	346
495	907
159	273
22	912
339	258
385	722
707	228
76	857
134	101
291	19
852	750
295	389
279	903
1022	500
881	98
235	853
817	816
363	79
570	168
466	811
230	752
105	791
173	776
426	766
321	371
848	520
614	203
341	848
511	687
268	412
766	920
859	544
349	497
842	310
64	63
383	218
789	845
53	558
105	826
684	338
839	633
357	359
741	873
778	112
933	578
144	717
389	98
999	1007
983	913
499	878
373	91
995	58
635	522
381	515
979	219
763	933
2	977
93	381
212	444
654	683
945	415
334	294
475	311
83	265
352	41
408	872
306	726
174	659
601	424
679	452
580	807
426	581
508	234
504	149
214	989
358	163
701	1012
300	539
395	521
842	254
740	184
897	107
21	701
520	834
672	519
30	410
352	582
150	377
516	28
598	649
898	315
194	900
7	528
140	108
518	984
118	76
175	577
681	73
700	935
92	292
1006	780
703	151
745	88
858	53
564	844
515	155
990	741
970	732
425	586
710	246
591	824
363	225
358	883
430	924
293	240
575	720
614	291
314	859
1	261
659	997
549	3
194	175
690	997
981	672
844	744
103	293
362	468
432	944
120	431
310	476
57	21
46	523
329	52
467	879
930	119
77	1007
104	783
146	513
436	664
520	457
245	614
226	819
851	258
977	887
842	888
21	505
125	45
141	7
459	1021
526	275
115	920
62	453
144	348
13	301
425	757
363	154
694	77
222	706
723	301
632	290
990	422
206	516
761	603
19	859
451	116
481	582
243	461
311	339
685	612
163	338
363	615
255	34
743	957
132	326
613	743
365	289
949	532
574	4
907	86
870	426
159	322
743	410
299	522
516	201
261	802
790	639
197	180
417	271
391	360
701	767
620	68
628	709
125	814
724	643
950	530
7	63
959	231
1021	47
419	899
111	587
149	386
70	546
766	820
959	908
955	448
645	781
156	48
929	133
469	722
9	686
945	673
81	804
130	798
865	15
711	79
157	12
933	396
182	833
920	690
693	116
366	298
666	245
718	752
258	71
240	660
838	566
465	374
254	896
998	436
740	531
876	592
797	488
972	19
332	598
280	191
102	403
824	60
262	536
88	285
8	641
901	478
198	985
187	405
855	398
120	893
44	575
513	156
394	643
857	263
347	615
625	188
789	11
713	418
410	864
610	567
810	163
401	508
379	547
616	113
499	176
943	270
915	617
8	720
878	564
275	241
105	768
854	488
793	655
609	441
161	736
504	432
38	352
603	397
728	901
343	794
953	78
47	750
396	627
751	88
140	396
266	455
921	381
907	543
497	746
431	11
764	797
948	1020
492	642
907	781
404	376
163	949
853	800
344	62
621	636
873	55
900	158
529	222
159	322
755	42
810	270
491	689
547	451
297	298
1013	716
696	572
594	689
245	31
9	606
73	302
933	243
507	465
465	338
13	1005
115	958
339	254
47	690
1006	363
515	71
348	397
391	204
670	439
340	50
696	438
848	309
295	623
424	365
989	980
815	86
285	400
596	747
550	904
44	999
139	602
131	747
201	469
286	791
918	872
813	657
166	912
223	904
320	816
765	647
586	790
414	193
255	161
915	168
107	14
1	564
271	905
194	955
127	982
532	28
1022	446
282	414
851	410
503	712
987	39
907	627
319	970
872	1
333	241
551	32
80	130
313	612
118	579
643	801
222	582
293	612
9	809
282	508
326	475
766	290
10	651
36	37
787	50
1020	887
53	232
1012	184
630	995
1017	169
728	64
806	290
168	672
468	123
1007	158
355	69
280	743
49	382
696	582
443	560
51	422
693	706
860	211
958	430
671	152
111	323
191	418
699	684
308	416
116	542
110	458
279	156
87	216
580	913
719	525
595	604
126	235
733	735
976	103
325	123
187	788
909	347
913	260
22	1014
61	855
321	284
938	103
793	155
661	506
578	942
761	938
722	26
683	978
773	129
711	956
9	730
999	859
564	951
1002	661
497	368
620	185
339	48
506	538
416	726
677	657
111	998
637	280
554	361
800	324
247	845
227	462
329	914
945	494
364	500
94	166
745	889
359	996
429	852
11	526
232	897
337	760
894	79
1018	207
175	86
83	79
655	816
344	674
686	451
227	302
578	449
527	552
123	630
575	67
916	992
818	502
874	746
6	479
146	874
766	821
530	901
125	554
712	520
875	24
418	538
636	70
421	819
1005	614
46	486
642	173
949	341
407	589
820	969
709	185
836	838
636	306
576	853
118	866
990	366
630	1004
695	909
24	520
427	898
476	218
337	98
645	329
471	1020
3	692
823	789
220	1018
158	126
946	736
379	373
351	940
596	39
64	16
465	956
824	553
111	549
520	255
443	1020
119	887
662	758
419	963
833	1008
708	143
750	850
82	787
41	116
370	106
292	293
800	987
407	958
629	385
958	760
768	270
828	542
542	967
201	400
1013	702
149	311
45	663
886	353
72	472
856	362
89	966
537	244
31	309
182	40
70	437
578	749
325	991
358	590
786	773
313	486
1014	751
14	324
295	52
738	153
629	183
774	188
481	117
859	972
758	942
794	709
83	21
55	812
913	373
272	88
813	613
877	137
557	943
318	450
45	337
358	352
614	790
644	920
867	864
33	887
144	663
756	468
590	973
10	753
267	689
601	588
862	240
140	657
234	371
15	51
167	225
906	831
399	370
774	823
713	608
219	53
847	908
537	632
925	17
766	864
860	881
291	935
4	682
41	23
35	892
163	415
167	386
15	591
288	660
708	592
150	604
443	133
978	791
30	719
30	401
63	436
714	84
191	51
29	592
548	181
372	314
217	33
368	719
852	567
94	861
892	540
803	257
88	537
872	94
